label,x,y
wc1,3.701053,-5.722695
wc1,3.1955514,-6.12558
wc1,6.0905113,2.936851
wc1,1.4236113,-6.778531
wc1,6.5886517,-2.4750106
wc1,-6.536163,-0.7191675
wc1,6.4062014,-3.0820916
wc1,7.093551,0.17559583
wc1,2.0441868,6.7294607
wc1,1.601806,-7.0591683
wc1,-5.1022673,4.977074
wc1,-4.122209,5.8693647
wc1,-1.6901687,7.170689
wc1,-1.0263903,-7.4493647
wc1,-3.245275,-6.714554
wc1,7.4321074,1.3668296
wc1,6.473499,-4.130234
wc1,-7.171299,1.343483
wc1,5.834454,-5.179959
wc1,-2.9884372,-7.0798116
wc1,2.055118,7.3409615
wc1,2.0761454,7.350028
wc1,4.8627596,-6.1416345
wc1,-0.6089594,7.73185
wc1,3.8779352,6.686699
wc1,5.5163803,-5.8361683
wc1,-2.938125,7.3469787
wc1,-4.146412,6.749121
wc1,-7.261719,2.6476574
wc1,7.6789045,-2.814151
wc1,5.1767993,-6.250661
wc1,-7.4230275,2.5127141
wc1,-6.8144746,4.084385
wc1,-1.2447048,-8.020431
wc1,-7.48968,2.5627582
wc1,0.022480989,8.36566
wc1,5.52466,6.219329
wc1,-5.713092,6.1203036
wc1,6.4957414,-5.7053967
wc1,-7.7975154,2.986499
wc1,-4.1191354,-7.5780077
wc1,-6.710129,5.5269117
wc1,8.138994,3.2947524
wc1,-3.362141,-8.069756
wc1,8.535774,-2.794068
wc1,-5.552403,-6.6403637
wc1,1.3129231,-8.770611
wc1,-2.443368,-8.56116
wc1,-5.5064726,7.1906357
wc1,-6.436444,-5.931278
wc1,-7.8198223,-3.6276355
wc1,-0.49959973,-9.069964
wc1,3.16627,-8.535005
wc1,1.629157,-8.963569
wc1,8.850478,-3.0350568
wc1,3.5467834,-8.579479
wc1,-1.4870908,-9.2182455
wc1,-1.6641786,-9.252256
wc1,-4.630983,-8.0844965
wc1,-8.250053,4.26308
wc1,4.216253,8.45293
wc1,-5.213154,-8.096776
wc1,-5.5772896,-7.8841534
wc1,9.811268,-2.116076
wc1,9.329826,-3.9383605
wc1,9.33635,-3.9771512
wc1,-3.4658897,-9.335007
wc1,9.298282,3.9805322
wc1,1.10714,10.052263
wc1,-0.6603697,-9.998022
wc1,-5.6148396,-8.211403
wc1,-3.6416419,-9.352051
wc1,-5.8557453,-8.028884
wc1,-5.449883,8.6395855
wc1,10.305282,-1.2578279
wc1,6.4348264,-7.9310713
wc1,-2.2790928,-9.901506
wc1,7.4360685,7.0705523
wc1,10.361104,1.1207397
wc1,-4.597603,9.338974
wc1,-0.5734735,-10.29674
wc1,-6.243851,-8.111956
wc1,10.396274,-2.5442157
wc1,-6.7139683,-7.817393
wc1,10.476672,-2.8135335
wc1,9.65697,4.7338753
wc1,-8.710193,6.2538066
wc1,-10.198054,2.814436
wc1,8.337182,-7.028659
wc1,0.0714804,11.041539
wc1,-10.151358,-2.5167966
wc1,10.954897,-2.0871756
wc1,-10.412106,2.6374066
wc1,1.9158816,-10.774949
wc1,-10.085061,4.3480535
wc1,-1.4210861,-10.972752
wc1,6.4994125,-9.051681
wc1,6.828164,-8.882921
wc1,11.03326,-3.1534607
wc1,-7.2892513,8.746912
wc1,-6.5759897,-8.953291
wc1,6.1636853,-9.4756365
wc1,-10.983747,-0.2935251
wc1,9.304531,6.8938384
wc1,-6.141757,-9.438426
wc1,-4.43932,10.832945
wc1,6.3784785,9.778996
wc1,-5.649405,-9.897383
wc1,10.838414,-4.5473228
wc1,-4.02888,11.114906
wc1,10.140644,-5.848748
wc1,-4.520254,10.938755
wc1,11.403919,-3.380499
wc1,0.95485306,-11.516342
wc1,11.842018,-1.6325132
wc1,-8.60796,8.142748
wc1,11.181824,4.216403
wc1,10.757577,5.2195735
wc1,11.920044,1.541443
wc1,-11.233397,-1.899517
wc1,-3.569709,-11.207069
wc1,-9.674779,6.9953346
wc1,-8.634277,8.380528
wc1,-9.423101,-6.6068506
wc1,9.766314,-6.992388
wc1,-11.55733,1.7147948
wc1,4.4121175,-11.020291
wc1,-9.800642,7.083473
wc1,-3.8520298,-11.296302
wc1,-5.7363176,-10.563106
wc1,-10.973962,-4.2672863
wc1,12.47061,-0.10515915
wc1,3.2237477,12.076502
wc1,-3.0237286,-11.755056
wc1,3.1219678,12.143578
wc1,12.628117,1.6933756
wc1,-3.316138,12.363337
wc1,-7.077332,-10.023532
wc1,0.8494183,12.852801
wc1,7.495147,-10.068798
wc1,7.1948066,-10.306869
wc1,-5.041617,-11.463359
wc1,-6.701448,-10.546747
wc1,-9.105232,9.161725
wc1,-5.281195,11.941396
wc1,-10.437044,-6.8494253
wc1,13.157143,0.83540785
wc1,12.918294,-2.5642474
wc1,-9.837689,8.617972
wc1,7.601621,-10.4617605
wc1,-0.5094768,-12.886191
wc1,-0.40916452,-12.967659
wc1,6.694149,11.842493
wc1,-2.2460594,-12.958262
wc1,13.649267,-0.34924397
wc1,-0.18220547,-13.218604
wc1,11.851925,-6.617523
wc1,-3.9878645,-12.76005
wc1,-3.1849945,13.607798
wc1,-2.5879953,-13.156566
wc1,-13.1685095,-1.6045024
wc1,-12.703435,4.79453
wc1,-13.420103,0.0908205
wc1,-3.348103,13.852328
wc1,13.468715,-4.080826
wc1,13.896047,3.2258255
wc1,11.179902,8.946719
wc1,-7.609491,-11.402631
wc1,14.135472,-2.463872
wc1,4.948883,13.706272
wc1,-13.017698,-4.456736
wc1,-13.787349,2.1142044
wc1,14.23676,-2.662823
wc1,-8.250886,12.034153
wc1,-12.278173,7.5310235
wc1,5.904173,13.601595
wc1,10.904162,-9.422819
wc1,1.586451,-14.186985
wc1,6.549005,-12.749088
wc1,-13.618264,-3.9190843
wc1,14.728858,-2.0721655
wc1,10.997438,-9.6435375
wc1,12.964368,7.707324
wc1,14.433844,4.3793845
wc1,-14.029113,-3.322012
wc1,-2.6175263,-14.3793545
wc1,-2.576201,-14.392835
wc1,-13.755501,-4.5673985
wc1,15.193748,-0.4487474
wc1,-13.590204,6.1756945
wc1,15.051926,2.5025687
wc1,14.429326,-4.61449
wc1,-12.603248,-7.2486877
wc1,8.964618,-11.844791
wc1,-4.1566133,-14.190519
wc1,7.8096786,13.453269
wc1,-11.867849,9.730933
wc1,-1.1761602,-14.966148
wc1,-14.603561,-3.0081034
wc1,15.079612,4.34046
wc1,-8.681726,13.105118
wc1,2.5682087,-14.841295
wc1,-12.537617,9.19078
wc1,3.7683089,-14.618245
wc1,13.068141,-8.217978
wc1,-0.35440275,15.932373
wc1,-11.869396,-9.212373
wc1,12.943314,9.39227
wc1,-0.31241813,16.07485
wc1,-14.901871,4.1000485
wc1,-4.322444,15.472563
wc1,2.2177784,15.964822
wc1,-10.546346,-10.976454
wc1,13.179437,9.395368
wc1,-1.3308711,16.190817
wc1,12.734541,-9.248728
wc1,-14.605853,-4.736904
wc1,12.8043375,-9.377974
wc1,-8.327729,-13.136796
wc1,-1.9562331,-15.681292
wc1,-4.850922,16.136862
wc1,-9.703789,13.677842
wc1,16.382044,-3.4057343
wc1,10.754364,13.426913
wc1,6.61664,-14.9603405
wc1,5.136535,-15.50461
wc1,-7.317973,15.572861
wc1,13.045216,-10.430064
wc1,0.22308297,-16.50165
wc1,-4.8029356,-15.80254
wc1,-2.7526252,17.276386
wc1,-16.276539,-2.8999686
wc1,-3.096879,-16.315245
wc1,5.1235056,16.862976
wc1,-11.624937,-11.86032
wc2,6.433779,4.094613
wc2,7.2123632,5.49614
wc2,7.4294,5.532189
wc2,7.736081,3.3948512
wc2,5.955954,3.085807
wc2,5.5844946,5.8376284
wc2,8.634991,4.230595
wc2,8.862398,4.1708555
wc2,7.9600635,6.2246094
wc2,7.9715433,2.2259557
wc2,4.096809,5.1290607
wc2,7.3707523,7.2227273
wc2,6.5893674,1.5287322
wc2,9.02015,6.473232
wc2,6.599432,1.4014231
wc2,8.829005,1.8818129
wc2,3.8002133,6.0302277
wc2,8.717493,1.5427144
wc2,5.977909,0.90357345
wc2,10.004816,2.7386808
wc2,9.992527,2.6692612
wc2,10.683092,3.5398912
wc2,10.253504,6.4537673
wc2,2.6619375,5.130601
wc2,9.493253,7.6642213
wc2,2.7002378,5.6599126
wc2,9.591901,7.6516795
wc2,9.061903,8.056887
wc2,4.8865833,0.30732408
wc2,6.963303,9.082503
wc2,11.292648,2.789705
wc2,3.099993,7.6437836
wc2,2.2961633,6.35676
wc2,3.8817432,8.524646
wc2,3.2522886,0.8301943
wc2,1.8272492,3.1727705
wc2,8.48428,9.176236
wc2,11.179589,1.9387232
wc2,1.6145748,4.091926
wc2,11.623382,2.895117
wc2,6.325982,9.61768
wc2,10.469285,8.020337
wc2,11.771068,3.03511
wc2,10.356813,8.284747
wc2,11.8940735,3.1220584
wc2,9.209278,9.30745
wc2,11.048308,7.9173455
wc2,3.4934006,9.067457
wc2,3.0946991,0.010229751
wc2,0.9346338,4.1506658
wc2,4.649065,9.969466
wc2,10.473748,-0.17735487
wc2,4.4681396,10.045615
wc2,6.2084355,10.551282
wc2,6.4839096,-1.7499256
wc2,12.3969145,6.790248
wc2,12.80455,5.620173
wc2,0.40493184,3.7330215
wc2,13.053095,5.514123
wc2,13.133166,4.0448265
wc2,5.2732344,-2.0075948
wc2,0.1845989,3.9047208
wc2,12.691821,1.8622692
wc2,13.115735,5.6839695
wc2,5.1871786,10.911274
wc2,10.101756,-1.2733868
wc2,1.508046,8.635136
wc2,10.136837,10.1331215
wc2,9.7439995,10.426564
wc2,13.441336,4.5738783
wc2,3.3008785,10.436306
wc2,0.7835492,0.7398751
wc2,7.0313444,11.32841
wc2,3.4646904,10.590095
wc2,11.625498,-0.80954015
wc2,7.284624,11.639312
wc2,6.852911,11.682838
wc2,6.3484974,-2.966417
wc2,5.465572,-2.9140399
wc2,13.177972,7.70342
wc2,11.86002,-0.8220935
wc2,13.963346,5.376916
wc2,-0.20768338,1.5279714
wc2,-0.66105145,2.9195814
wc2,-0.05798149,0.855188
wc2,4.379772,11.65021
wc2,-0.096094295,8.011312
wc2,13.638848,7.6161485
wc2,11.872674,-1.4701093
wc2,4.172069,11.872199
wc2,-0.14769398,0.023200298
wc2,14.400014,6.3502297
wc2,12.474985,-1.3137221
wc2,5.2362156,12.619527
wc2,13.509886,9.024849
wc2,14.261701,0.9996456
wc2,0.7264073,-1.7028315
wc2,3.0497236,-3.3277345
wc2,1.5521593,11.166871
wc2,10.096748,-3.4101746
wc2,1.3657,11.148837
wc2,-1.5327955,7.1441607
wc2,-1.9229242,2.6688414
wc2,10.342427,12.248464
wc2,1.246085,11.263158
wc2,0.5619697,-2.3061469
wc2,-1.802943,1.114225
wc2,9.374579,12.93052
wc2,-2.3108199,5.542143
wc2,15.602815,5.681146
wc2,7.90173,-4.775832
wc2,1.9363316,-3.6466858
wc2,8.719374,-4.7653832
wc2,-1.9731501,0.76950026
wc2,5.6178436,-5.0014195
wc2,5.6342607,13.648159
wc2,4.0902805,-4.7414203
wc2,15.939803,4.054843
wc2,4.5715303,13.577267
wc2,-1.3310627,-0.8707819
wc2,5.534392,13.84218
wc2,15.010826,-0.14752692
wc2,12.594449,11.787951
wc2,-1.8829291,-0.15212838
wc2,6.532428,13.991143
wc2,-0.5151031,-2.2840536
wc2,4.8709035,-5.2860084
wc2,3.1428835,13.449193
wc2,3.2457392,13.562731
wc2,14.853211,9.664502
wc2,13.97493,-2.202547
wc2,15.0538435,-0.7095881
wc2,11.721157,-4.216043
wc2,-1.5251086,10.096759
wc2,-1.8309478,9.735202
wc2,-3.1503997,6.670482
wc2,5.2198887,14.346774
wc2,16.535309,2.8004723
wc2,4.1089845,-5.5993977
wc2,13.673447,11.578197
wc2,15.476406,-0.57939625
wc2,-3.0919597,7.2987957
wc2,-1.0927373,-2.4668624
wc2,7.4673667,-5.942784
wc2,6.0654707,14.589689
wc2,10.94159,-5.045264
wc2,12.778396,12.55335
wc2,1.0328412,-4.4479537
wc2,12.651501,12.658473
wc2,10.799426,13.72763
wc2,-1.0965625,-2.7290692
wc2,-3.6496258,2.5031917
wc2,-2.8933177,-0.18388556
wc2,8.096731,14.777268
wc2,2.0398746,13.919878
wc2,14.851875,-2.3549783
wc2,-2.2319598,-1.8499603
wc2,3.966452,14.902614
wc2,-1.9644877,11.118211
wc2,16.273827,9.385184
wc2,-4.3022947,3.5976796
wc2,9.285034,-6.470793
wc2,17.32145,6.8351727
wc2,17.639513,5.3042946
wc2,2.3140254,-6.174276
wc2,6.7960343,-7.010883
wc2,9.561703,-6.6037283
wc2,3.680647,-6.6560297
wc2,-0.100951,13.370374
wc2,11.888457,-5.7618423
wc2,6.9088783,15.641609
wc2,12.062481,-5.796106
wc2,-3.4910715,9.758227
wc2,-4.919218,3.7662902
wc2,9.215905,15.584837
wc2,-4.797005,2.1271713
wc2,17.036924,-0.827341
wc2,18.27699,4.9576387
wc2,-0.768435,-4.9675593
wc2,16.773144,10.120864
wc2,-1.03562,-4.7941833
wc2,14.580421,-4.3747077
wc2,12.178577,-6.22819
wc2,-0.5151985,13.8181095
wc2,-0.5535643,14.045655
wc2,-5.077768,7.4061375
wc2,15.342271,12.635397
wc2,17.6634,-0.52499074
wc2,2.2756016,15.6388235
wc2,7.8804393,16.359148
wc2,18.721306,4.7929335
wc2,2.1665215,15.643421
wc2,-2.1990623,12.911089
wc2,15.60598,12.756883
wc2,13.9742155,-5.704176
wc2,13.041146,14.879684
wc2,-5.885376,4.334693
wc2,14.753662,13.8233
wc2,-1.0802007,-5.7991223
wc2,9.136533,-8.128992
wc2,8.138895,-8.393496
wc2,3.4071474,16.555428
wc2,16.05006,12.760717
wc2,17.499687,10.770853
wc2,19.272057,4.218748
wc2,-0.5654878,-6.3940387
wc2,-5.799181,1.3748614
wc2,17.00966,-3.096248
wc2,4.5784774,-8.468064
wc2,15.694027,13.280431
wc2,0.15009768,-6.9873724
wc2,12.783544,-7.0604033
wc2,-4.2892303,-2.7013173
wc2,18.42112,-0.90488887
wc2,10.390044,16.849258
wc2,8.1255,17.322243
wc2,-5.8089504,8.946084
wc2,2.749748,-8.616848
wc2,-6.7937503,4.109718
wc2,18.912985,9.438708
wc2,-3.366926,-4.763967
wc2,0.4947978,-7.851151
wc2,2.6083405,-8.716066
wc2,11.257154,-8.416854
wc2,-5.0209045,-2.5303035
wc2,6.397587,-9.331579
wc2,13.980303,-7.0830665
wc2,4.017921,17.518074
wc2,2.6298997,-8.818168
wc2,13.758642,15.768667
wc2,10.688869,-8.806424
wc2,-2.0612757,-6.398284
wc2,20.087654,2.6267436
wc2,5.7634373,-9.487643
wc2,-1.16469,15.597685
wc2,19.73486,8.021976
wc2,20.204004,6.462117
wc2,20.2204,7.020209
wc2,-4.6360183,12.684905
wc2,15.48499,14.996744
wc2,17.358202,-4.667228
wc2,-5.2789025,11.999919
wc2,0.7536456,-8.786837
wc2,12.974897,16.879944
wc2,-2.126709,-7.0404696
wc2,11.174377,17.690212
wc2,-1.1604229,-7.8272624
wc2,12.035866,17.407766
wc2,0.71230805,-8.889267
wc2,-7.600344,2.738737
wc2,3.133616,18.128647
wc2,2.4122343,17.949512
wc2,18.16815,12.803122
wc2,20.827242,2.2326899
wc2,10.286328,18.18992
wc2,-4.4779406,13.774111
wc2,18.92884,11.973432
wc2,9.629568,-10.1098795
wc2,-4.661454,13.874013
wc2,21.22934,5.3215656
wc2,-4.521481,-5.4673657
wc2,-2.8678503,-7.144446
wc2,-4.7161465,-5.27168
wc2,1.1333969,-9.629568
wc2,-7.5140524,-0.18939292
wc2,-8.324708,4.857501
wc2,20.63309,9.067248
wc2,19.998266,-2.5120342
wc2,4.5063434,-10.883076
wc2,21.823662,4.2023854
wc2,18.415266,-5.427858
wc2,-1.4025173,17.319256
wc2,6.416225,-11.204047
wc2,-7.801992,9.971083
wc2,14.500668,-9.088664
